imo,ship_name,mmsi,call_sign,consumption_value_1,consumption_speed_1,consumption_value_2,consumption_speed_2
9051246,PUNTA CUGNO,247150700,IQIY,5,12.5,NA,NA
8225010,OUR MOON,NA,T8A2684,42.5,14.5,NA,NA
7917898,STEFAN,657101300,5NSS,15,13.5,NA,NA
9326603,IBERICA KNUTSEN,257990000,LAHN6,168.8,19.5,NA,NA
9137698,WESTERHAMM,NA,D5DJ7,73,21.5,NA,NA
9182667,ZARA,NA,NA,38,14,NA,NA
9056519,TANTO SETIA,525013013,PNUS,48,20.9,NA,NA
7602522,JASMINE I,NA,9HPH6,35,13,NA,NA
9593000,SFL THELON,538010172,V7A5712,60,15,NA,NA
9590840,LAKE D,352979000,3FKW,62,14,68.6,15
9113616,SELE,NA,V4SQ2,76.2,22.5,91.4,23.5
9912854,AXIOS I,636020242,D5YH6,35,14,NA,NA
9427029,OCEAN ZENON,248563000,9HA4706,32.5,13.5,37,14.3
9589255,BUILDER,636020873,5LBD3,29,13.7,NA,NA
9402017,DA HONG 19,353320000,3FBC9,34,14,NA,NA
9361732,SCHOUWENBANK,245594000,PETT,7.5,11.5,NA,NA
9639957,SHEN HUA 523,413261950,BRMG,31,14,NA,NA
9672507,LILA FROSTBURG,636023105,5LLY9,34,14,NA,NA
9410997,PLATA EAST,538009040,V7A4232,56,12,NA,NA
9731896,PACIFIC VICTORY,477035200,VRQP2,24.9,14.4,NA,NA
9552496,TEREPAIMA,775093000,YYLY,44.6,14,NA,NA
9291286,SELENE II,352002722,3E5029,104,15.5,NA,NA
9453559,CMA CGM CHRISTOPHE COLOMB,215965000,9HA5397,262.2,24.1,NA,NA
1112044,JIANGSU DAJIN DJHC6092,NA,NA,24.5,17.5,NA,NA
8207745,SAKHALIN,NA,JVSE5,28,14,NA,NA
9331531,QI MING STAR,636020234,D5YG6,63,14.2,NA,NA
9225299,EIRA,230935000,OJJP,23,14,NA,NA
9683659,FORTUNE TIDE,258759000,LGCJ,11,12,24,15.5
9411240,KEYFIELD COMMANDER,533003510,9MHT4,7.5,10,NA,NA
8306802,AGIOS NIKOLAS,NA,3FTY7,23,14,NA,NA
9241449,BAO,NA,T8A3147,55,20,NA,NA
9512018,JUBILANT TREASURE,373388000,HOEP,50.6,14.5,NA,NA
9117492,MANUELA SAENZ,775054000,YYHU,27,14,NA,NA
9349306,IVESTOS 9,636020403,D5ZB3,35,14,NA,NA
9599822,TRUE MARINER,314556000,8PBC5,28.5,13.8,NA,NA
9317913,LISE,NA,T8A3156,166,23.5,NA,NA
9435624,ARIAN 4002,525500167,YCTV2,8.5,12,NA,NA
7347938,HELIOS,NA,NA,3,10,NA,NA
9582506,KARPATY,636015815,D5CZ3,35.5,14,NA,NA
9939814,HEINRICH ESSBERGER,255893000,CQWZ,13,14.3,NA,NA
9701815,XIN HAI TONG 6,414182000,BVOO7,20,13,NA,NA
8967230,KYOKAI MARU No. 16,NA,NA,2.9,10,NA,NA
9354181,SUNRISE WARRIOR,525500759,NA,13.5,13.2,NA,NA
8321591,ARTEMIS,241813000,SVDQ3,22,9.5,45,16
9782091,LYDDEN,636018494,D5PY2,55,20,NA,NA
9329954,NORMAND TURMALINA,710002430,PPTJ,18,10,26,12
9983140,GLOVIS TRUST,636024945,5LVB3,25.3,16,37.2,19
9464156,ARIHANT,511100268,T8A3376,14,13,NA,NA
9610676,JAMES BAY,477427600,VRLU4,22,13.5,NA,NA
9476525,DECLAN DUFF,371072000,HPZH,42.5,14.1,NA,NA
9359557,GAS DEFIANCE,538003218,V7PF3,12.5,13,NA,NA
8301644,ACJ PRIDE,NA,3EYS6,20,13.5,NA,NA
9680889,SCI SARASWATI,419001249,AWUB,7.5,10,12,13
9626716,CONSTANTINE,605086014,7THE,24,15,NA,NA
9912361,KANAVU BENEFIT,352986193,3E3935,29,14.5,NA,NA
9886081,SHIPPOU MARU,431013615,JD4624,4.8,11,NA,NA
7526584,PIONEER EPOS,NA,NA,39,13,NA,NA
9952098,YONG BO,413513510,BPFA2,20.7,13.5,NA,NA
9333826,MOL EXPLORER,372827000,3EKT8,195,25,NA,NA
9597185,EDWARD N,636014992,A8XX7,52,14,NA,NA
1090519,JIAN XING 39,413603580,NA,6,11.5,NA,NA
9349174,CONTSHIP JOY,636020064,D5XM7,39.5,18.5,NA,NA
9476599,ACACIA,371044000,3FAM2,17,14,NA,NA
9264623,DUKE,368189190,WDM2550,5.5,10,NA,NA
9046215,SAN ENZO,NA,T2GP4,47,19.6,NA,NA
8409032,AKADEMIK NEMCHINOV,273454600,UETM,10,12,NA,NA
9669990,PRIMA NUSANTARA X,525401746,YDVF2,18,12,NA,NA
9458315,SEONGHO ACE,441601000,DSQJ6,17.6,13.4,NA,NA
9317729,ANTHEA,538007898,V7PR2,35,14,37.5,14.5
9121871,DUBAI ENTERPRISE,210696000,5BCT4,17.2,16,NA,NA
9435038,SEASPAN CALICANTO,477748500,VRGT3,88,22,NA,NA
9357456,DD VOGUE,351430000,3EPG4,18.5,12.7,NA,NA
9375587,ISKANDER,672296000,3V4713,5.6,8,NA,NA
9801562,DRACO,477648900,VRTJ4,34.6,15.2,NA,NA
9155377,SLS AZURE,636023689,A8CF4,70,20,NA,NA
9700316,SIDER ONDA,255915693,CQ1251,26,14,NA,NA
9469015,BULK SPAIN,636014625,A8VL9,52,14,NA,NA
9825037,PEARL MELODY,563056100,9V5434,10.8,12.9,NA,NA
9167796,ORIENTAL IRIS,372645000,HOUJ,49.3,21.7,NA,NA
9820324,DALIA,422232400,EPKH2,24.3,15,NA,NA
8022884,CAPITANO GEE,NA,JYA523,16,10,NA,NA
9137624,FENGHUANG SHAN,NA,3FUQ7,33.5,14.5,NA,NA
9555149,PAPA JOHN,538003908,V7TY7,34,14,NA,NA
9212254,VINCENT,NA,NA,33,14,NA,NA
9563627,HONG SHENG,354643000,3FLE9,35,14,NA,NA
9197349,BANGKOK,351272000,3FAJ3,45,19,61,20.5
9208514,LEI SHENG 2,414332000,BQYO,32.6,14.2,NA,NA
9780263,FRONT POLLUX,538007461,V7OX4,30,12.5,NA,NA
9705172,LONDRA,636023798,5LPL9,25,13.5,27.7,15.3
9233234,ELOISE,626143000,TRAD8,42,14,NA,NA
9547805,LUCKY ANNA,352004904,3E7128,34,14,NA,NA
9408463,DELTA HARMONY,636023133,5LMD3,70,15.7,NA,NA
9226982,HAO HAI FA ZHAN,413702860,BVZV7,33,14,NA,NA
9132818,ZEKREET,538009771,V7A5143,164.4,19.5,NA,NA
9569750,NURI BEY,271042638,TCMF4,36,14,NA,NA
9282778,TAN BINH 256,352800000,3EZG3,23,14,NA,NA
9309966,XIN BEI LUN,413145000,BPBR,139.5,23,NA,NA
9942811,LIGNUM NETWORK,563160300,9V7572,24,13.5,NA,NA
9781188,KMTC TAIPEIS,477002300,VRQQ3,60,20,NA,NA
9923657,EAGLE GARNET,563138900,9V7059,11,12.7,NA,NA
9578036,CGAS LION,249230000,9HA6180,10,14,NA,NA
9298650,AMALTHEA,240447000,SYGJ,50,15.2,NA,NA
9597006,FLEVES,636015166,A8ZA4,67,15.7,NA,NA
8542822,FU MING,NA,NA,22.5,14,NA,NA
9756107,CMA CGM BLUE,249205000,9HA6165,39,18,NA,NA
9286633,PROTEFS,311773000,C6TT6,31,13.5,NA,NA
8921937,BIMINI BLUE MARLIN,209563000,5BFC5,1.1,34.5,NA,NA
9114969,SAPPER,NA,3E3530,21,14,NA,NA
9670626,CONNOR BORDELON,367583170,WBCC,12.2,12,NA,NA
9652911,T. SUNA,271043255,TCUY9,34.59,15.2,NA,NA
9185499,ELKOR,352004215,3E7707,32,14.25,NA,NA
9849007,KLARA OLDENDORFF,255806254,CQAR4,29,13.7,NA,NA
9747704,JIANGSU HANTONG HT64-181,NA,NA,24.9,14.4,NA,NA
8120703,ZHONG CHANG 68,NA,BSAD,32,14,NA,NA
9166481,LIAMARE,245455000,PBBH,9.1,12,NA,NA
9762699,MEDI AROZU (  ),NA,NA,35,14,37.5,14.5
9473755,CORESHIP OL,354706000,HORG,24,14,NA,NA
9520857,FLAGSHIP VIOLET,538004853,V7VI9,44.9,15.3,NA,NA
9747089,LIAN HUAN HU,414267000,BOEY,28,14.5,NA,NA
9629342,TITAN 70,525018102,JZHC,8.5,9,NA,NA
9738856,NSU RESPONSIBILITY,NA,7KNV,62,14,68.6,15
9419199,AYSEN STAR,636093327,D5CP7,17.6,13.4,NA,NA
9694397,MYGAS,305377000,V2GV7,26,16,NA,NA
1018078,DESERT PUMA,538011444,V7A2972,20.47,13.4,NA,NA
9555084,GALBOT,256594000,9HA2522,12,12,NA,NA
9220237,SAM,NA,V4ZQ4,53,14,NA,NA
9986685,CA TOKYO,636022787,5LKL6,24.3,18.5,NA,NA
9660516,BAHRI ARASCO,403711810,HZEQ,27.7,13.5,NA,NA
9169421,MASAL,422169700,EPHO6,41,12.5,64,15
9032666,SEAS,NA,D6HD6,28,14.8,NA,NA
8852021,EXPRESS 52,525007289,YDA3339,8.2,14,9.2,16
9152167,CORONA EMBLEM,NA,3FHF8,34,13.8,NA,NA
9006459,MY REYHAN,577506000,YJXB4,2.5,10,NA,NA
1018107,ANTHIA,249291000,9HA6215,20.47,13.4,NA,NA
9849899,GOLDEN FROST,538009063,V7A4260,33.5,14.2,NA,NA
9847891,BENTLEY,563148700,9V7787,29,13.7,NA,NA
8320119,STOLT JADE,NA,ZCSQ4,32,15,NA,NA
9443865,GRAND ACE9,441318000,D7TC,33,14.5,NA,NA
8210077,KOSTAS N,NA,3FAR4,28,13,NA,NA
9443059,EXPRESS BLACK SEA,215381000,9HA2713,120,21.4,NA,NA
9458030,MAERSK EDMONTON,219199000,OYHV2,274.9,24.7,NA,NA
9708954,TENRO MARU,235113623,2IXQ9,28.5,14,NA,NA
9712163,OCEAN VENTURE,477654700,VROW6,27.5,14.7,NA,NA
8306981,ALCESTE,NA,8PAG5,27,13.5,30,14
9200392,HARMONY 1,NA,D6A3598,35.3,14,NA,NA
8711954,BORISLAV,NA,NA,4.5,10,NA,NA
9686871,STI PIMLICO,538005398,V7DL7,30,14.5,NA,NA
9768526,NIKOLAY ZUBOV,209351000,5BBL5,152,16,202,18
9245689,ASIAN TRADER,210565000,P3LC9,38.5,19,NA,NA
9141986,SEAPOL ENDEAVOUR,NA,AWVR,29,14,NA,NA
9348481,TS TAIPEI,NA,BINS,47,20,NA,NA
9364148,MARIT,246127000,PBLH,12,12,NA,NA
9710505,EFE BOSPHORUS,636023829,5LPP9,24.9,14.4,NA,NA
8306967,PANORMITIS D,NA,3EKL,27,13.5,30,14
9276286,KS ADONIS,352001491,3E2508,19,13.9,NA,NA
9111498,MARINA ABLE,563011690,9V3997,6.76,11,NA,NA
9740079,OCEAN AMBITIOUS,477900400,VRPG4,24.9,14.4,NA,NA
9971848,LC PRINCES,NA,5IM533,4.4,8,NA,NA
9680621,RAWABI 26,572683210,T2PT4,14.5,10,19,13
9331115,SITC HONGKONG,372765000,3EKM7,34,17,NA,NA
9034339,ESPINA,NA,T8A2437,31,14,NA,NA
9775141,DSI DRAMMEN,538010565,V7A6223,30,14.5,NA,NA
9107679,ONE VICTORY,NA,3ERN6,27,14,NA,NA
9334179,CAPTAIN NICHOLAS Z,710006848,PU8318,24,13,48,16
9300570,ALIADO,636093342,D5PV7,57,13.7,65.1,15
9718363,HERA OLDENDORFF,636017587,D5LR5,52.8,14.5,NA,NA
8504234,BRIGITTE F,352001875,3E2784,5.5,10.5,NA,NA
9529475,PETALIDI,636021735,5LFL4,60,15,NA,NA
8309438,THEA K,NA,3FUA5,24,15,NA,NA
9886251,MPMT XV,525300713,YCSE2,7.3,10,NA,NA
1034400,HUANGPU WENCHONG LONGXUE H2531,NA,NA,44.7,19,NA,NA
9600932,FRONT ULL,538005567,V7EY3,39.5,12.5,NA,NA
9726516,KMARIN OSLO,356752000,3ERH8,24.9,14.4,NA,NA
8117122,MAY JASMINE,NA,3FWQ,26,12,NA,NA
9388962,OCEANICASUB X,710033650,PU9114,19.8,10,27.6,15
9323833,GOLAFRUZ,422050300,EPCM2,32,14,NA,NA
9479618,ALEKSANDR KASHCHUK,273324590,UESG,6.2,12,NA,NA
9303728,CHRYSOPIGI,249971000,9HA4454,33,14.2,NA,NA
9160281,HENG SHAN HAI,NA,BORL,34.5,14,NA,NA
9839105,STAVANGER POSEIDON,257449000,LAHE8,24.3,15,NA,NA
8216019,SEAMEC I,NA,VTTP,18,10,24,12
1046532,ZHOU YU 938,412549601,BZVF8,1.2,12,NA,NA
9719238,STOLT ALM,232011319,MBWT5,17,14,NA,NA
9963176,TEMANIM 01,529033000,T3FV,0.85,8,NA,NA
9290476,MAERSK KOWLOON,636018018,D5NU6,240,24,NA,NA
9582116,EPIPHANIA,311061600,C6ZO7,36,14,NA,NA
9651773,STX DALIAN (D2217),NA,NA,30.5,13.5,33,14
9389289,T JUNGFRAU,538008565,V7A2517,23,12.5,35,14.5
9523263,OINOUSSIAN VIGOUR,538009678,V7A5031,35.5,14,NA,NA
9041758,DUTA PACIFIC,533130258,9MVB3,43,14.6,NA,NA
9070773,LASS,NA,D6IF8,26.5,14,NA,NA
9586629,LYRIC SUN,311054600,C6ZG4,38.1,14.5,NA,NA
9727352,MINERAL EDO,373449000,3FIR3,62,14,NA,NA
9855434,CHILEAN BULKER,219031231,OUMJ2,11,12,17.6,14
9887750,HUI KANG HAI,477716700,VRTR6,45.3,14,NA,NA
7523051,AGIA PHILOTHEI,NA,NA,26,12,NA,NA
9462445,THEODORA,372359000,3EOP8,31.5,14,NA,NA
9285328,VERONICA PG,235007440,MEPV6,15,13,NA,NA
9412995,KRUGER,NA,NA,44.6,14,NA,NA
9771511,INEOS INVENTION,249551000,9HA4281,31.8,15,NA,NA
9693587,TRUE CRUSADER,636022070,5LHA9,52,14,NA,NA
9203289,TOR,NA,T8A2871,93,15.3,NA,NA
9936410,MAERSK CINCINNATI,477867500,VRVB7,150.7,22,NA,NA
8308783,XIN DA JIANG,NA,BRNS,27,13,NA,NA
9235957,RASHA,341365000,V4PK4,24.5,13.5,NA,NA
9154957,MK HIPPO,352005159,3E8324,33,15,NA,NA
8887296,BARABULKA,NA,NA,7.5,11,NA,NA
9667473,STENA IMAGE,219030706,OZUN2,28,14.5,NA,NA
9575929,YENI YUZYIL,271052100,TCA7939,14.8,10,NA,NA
9610999,ASTERAS,255915920,CQ2378,34,14,NA,NA
9679878,T. ESRA,271043916,TCA3220,20.6,14,NA,NA
9595187,ODYSSEAS,538007623,V7XM6,29,14.5,NA,NA
9127631,ACACIA STAR,NA,3FXP7,29,14,NA,NA
9174622,SALUTE LEGEND,477017500,VRLN9,29.7,14.5,NA,NA
8411334,YASHWI,NA,9LJ2006,24,12.5,NA,NA
9169249,IRON BARON,NA,MDHZ4,57,14,NA,NA
9494577,KOTA CARUM,563150100,9V7838,200.8,24,NA,NA
9079303,VEYSEL VARDAL,352001336,3E4066,5,11.5,NA,NA
9317418,SAGA DISCOVERY,311001605,C6HY8,32,14,NA,NA
9259513,PRIMULA SEAWAYS,220253000,OUIM2,73.7,22.5,NA,NA
8202513,JOANNA A,NA,HPKC,25,13.5,NA,NA
9710608,GLOVIS DESIRE,440414000,D7EO,29,13.7,NA,NA
9338113,LUCITA,255724000,CQIL,10,12,NA,NA
9562673,LIBRA TRADER,538004051,V7UX2,100,14.8,NA,NA
9105566,ORIENT RICH,NA,3EUT5,32,14,NA,NA
9738583,WINNING WISDOM,563219600,9V9549,65,14.8,NA,NA
9594418,OTZIAS,229131000,9HA3094,34,14,NA,NA
9450583,SYNERGY OAKLAND,209798000,5BKE5,145.3,23.5,NA,NA
9529073,TOPAZ JAFILIYA,538006334,V7LY3,6,8,19,13
9772577,ARKLOW VANGUARD,244050844,PDAY,7,12.5,NA,NA
9344253,CT PACHUCA,255805903,CQIA3,32,17,NA,NA
9330654,BLUE DIAMOND,636013095,A8KO6,32.5,14,NA,NA
7633662,STETIND,257215500,LFLR,12,14,NA,NA
9644304,LEGATO II,371377000,3FRD6,24.1,11.3,32.7,13.9
9644524,SAGA FORTUNE,311001613,C6HZ8,34.1,14.5,NA,NA
9402237,DOLPHIN PEARL,371325000,3EZC3,45,14.6,NA,NA
9371098,SINAR BANDA,525009349,YBHL2,36,17.5,NA,NA
9794288,ALBERT III,371557000,3EDZ4,55,16.25,NA,NA
9278442,ASSO VENTICINQUE,247100100,IBGP,15.9,13,25,14.5
9637416,SSI CONQUEST,538009051,V7A4245,30.5,13.5,33,14
9757228,YM WARRANTY,563226200,9V9757,168.5,23,NA,NA
9721683,OREGON,229422000,9HA5489,52,14,NA,NA
9176022,S AUSTIN,NA,T8A2950,48,15,NA,NA
9310422,HORIZON DREAM,354056000,3FSW7,39.75,13.75,45.3,14.7
9617636,YANGZE 31,636023248,5LMT5,27,14,NA,NA
9192741,ARMONY,NA,TRAH7,28,14,NA,NA
9252058,YUAN SHUN,477300400,VRNE2,23,14,NA,NA
9116644,VIKAN,374634000,HP5296,31,14,NA,NA
9070149,SAAVI,NA,HP7082,53,14,NA,NA
9177466,HS ARYA,636023836,5LPQ9,10.8,14.5,NA,NA
9471537,SAMSUNG (1847),NA,NA,262,25.4,NA,NA
9162643,MSC LEA II,636018325,D5PF5,90,20,NA,NA
9863089,KILIAN OLDENDORFF,636019971,D5XA8,29,13.7,NA,NA
9346275,MARIDIVE 229,312355000,V3RL3,12,10.5,NA,NA
8123901,HEBEI HOPE,NA,VRXW4,39,12.5,NA,NA
9632351,BARDA,423367100,4JOV,16,14.8,NA,NA
9372315,LUNA SPIRIT,372610000,3EJS7,41.2,19.9,NA,NA
9473406,BULKTEC,477264900,VRFJ3,26,14,NA,NA
9982134,XIANG TAI KOU,636023165,5LMI6,17.9,13.6,NA,NA
9182277,CASSIOPEIA LEADER,431013000,7JZI,55.3,19.3,NA,NA
9767182,WAN NENG 501,413556790,BUFR,20,13,NA,NA
9694555,CMA CGM LEKKI,229394000,9HA5484,90.9,21.5,NA,NA
9970959,SEABOARD GALAXY,636022974,5LLH8,26.9,18.5,41.5,19.9
9130444,PLUTO,341274000,V4NS4,29,17,NA,NA
9504607,AL RAWDAH,538005308,V7CR2,48.6,18,88,22
9367786,HOUOU MARU,431101139,JD2207,65,24,NA,NA
9175913,DSM LAILA,341890001,V4JM6,19,13,NA,NA
9205914,HAO YUN,636017706,D5MI5,28.5,14,NA,NA
9195638,SEA MELODY,314557000,8PBC6,7,10.5,NA,NA
9181144,BALTIC HEATHER,311000973,C6EQ7,33,20,NA,NA
9811957,KM LONDON,636018220,D5OR8,30,14.5,NA,NA
9179842,ANGARA,273210440,UBYT2,24,14.5,NA,NA
9191474,WILD PEONY,311000804,C6DW7,33.25,20,NA,NA
9830135,SEA EAGLE,636092874,D5RX5,17.7,14,NA,NA
9447885,SOUTHAMPTON EXPRESS,255915619,CQ2077,262,25.4,NA,NA
9374519,SUPERSPEED 1,259490000,JWNH,148.8,27,NA,NA
9131967,PTOLEMY,352002257,3E2242,43.24,20,NA,NA
9595694,RUI NING 21,414077000,BFAG4,35,14,NA,NA
9074391,JAPAN,NA,T8A3263,180,24.5,NA,NA
9427275,SEA FORTUNE,538003326,V7QA9,17.6,13.4,NA,NA
9595955,SSI GLORIOUS,538004446,V7XC5,34,14,NA,NA
9597422,AUDREY SW,352166000,3FMS7,24,14,NA,NA
9212369,RISA,NA,D5HU4,24,14.5,NA,NA
8509818,CAPTAIN YUSIF,667005082,9LD2382,10,13,NA,NA
9614311,IRIDA GS,538010340,V7A5913,24.4,14.1,NA,NA
8124785,DEVELOPMENT WAY,354900000,3FXZ4,43,14,NA,NA
9588586,YANGTZE ELITE,538007894,V7HI6,34,14,NA,NA
9823390,LILY PG,232017125,MDOM6,10,12,NA,NA
8900476,MEI ZHOU 1,NA,3E3770,28,13.5,NA,NA
8223555,ORIGINATOR,NA,3EKS3,26,14.5,NA,NA
8318269,TAI BAI HAI,NA,BONF,28,13,NA,NA
8017463,COMFORT,657447000,5NQJ6,8,10,13,12
9367449,ROYAL PERIDOT,538003172,V7OW2,17.6,13.4,NA,NA
8990536,ABALON,548351200,DUA2681,1.85,9,NA,NA
9423542,LIBERTY,636091203,A8KP8,32.4,14,NA,NA
9603594,SAFEEN PRIZE,538005057,V7AR9,81.9,22,NA,NA
9453731,BERGE TORRE,636018495,D5PY3,64,15.3,NA,NA
8322935,MOON,NA,T2NG4,27,13,NA,NA
9763318,TENACITY BAY,NA,NA,17.7,14,NA,NA
9349617,GSL SUSAN,636019366,D5UD9,140.3,24,NA,NA
7368114,JADE STAR,657242000,5NLE,6.6,10,NA,NA
9790464,SWAN ATLANTIC,319113500,ZGFI8,24,14.5,NA,NA
9327463,DOLUNAY,511101602,T8A5057,36,14.5,NA,NA
9200823,INTERASIA INSPIRATION,477133700,VRMW7,135,24,NA,NA
9306782,KARELIYA,273257910,UBSZ7,45,14.5,NA,NA
9447445,JIN JUN,477641300,VRFY4,34,14,NA,NA
8330463,DA YE,NA,BJKB,40,14,NA,NA
9397731,LETO,538005599,V7FI2,36,14,NA,NA
9320063,ASTINA,266220000,SHZA,17,13.6,NA,NA
9329590,VOSTOCHNY VOYAGER,441934000,D8CM,30,17.5,NA,NA
9495416,NORMA OCEAN,373855000,3EZT5,52,14,69.3,15.3
8101991,LA DONNA I,NA,3EIR6,30,12.5,NA,NA
9317494,MUHARRIK,525120026,YDVY2,34,14,NA,NA
8700230,CHAIT,NA,NA,28,18.5,NA,NA
9561497,MAERSK CUANZA,566490000,9VEZ3,99.5,20,NA,NA
9284570,FLECHA,636022220,5LHT2,52,14,NA,NA
9578622,BERGE NANGA PARBAT,636020749,5LAN4,52,14,NA,NA
9352004,MAERSK STEPNICA,477891700,VRVM4,234.94,24.2,NA,NA
9960588,VENTURE ACADIA,636025040,5LVN2,77.3,19.5,NA,NA
9486166,AWH ALMA,636017886,D5NE3,17,13.5,NA,NA
9271509,EMPIRE STATE,NA,V7VJ6,14.4,18,19.8,22
9605102,AGIA FILOTHEI,538009866,V7A5269,26,14,NA,NA
8307662,MALLIA,NA,9LU2029,18,13,NA,NA
9952165,BOW LEOPARD,563188400,9V7743,20.8,14,NA,NA
8418631,MANTA III,NA,NA,16,11.5,25.6,15
9389760,XIN RUN YANG,477541700,VRFN2,65,13,NA,NA
9129392,GAS SHADOW,630001008,J5AA9,11.6,13.5,NA,NA
7621188,RUBY K,NA,3EJM8,28,13,NA,NA
9667928,GRACE FERRUM,636023538,5LOE7,35,14.5,NA,NA
8515867,EAST,NA,NA,22,15,NA,NA
9125360,CHARLENE,572255210,T2VT3,22,13.5,NA,NA
8007781,ZOSCO NINGBO,NA,3EAR6,48,12.25,NA,NA
8588096,PENG TAI,414156000,BOBB,35,14.5,NA,NA
9375288,TOREADOR,248910000,9HA4856,45.3,19.5,NA,NA
9419955,FPMC C NOBLE,636015471,D5AY8,65,13,NA,NA
9357755,IVESTOS 8,636020274,D5YL9,34,14,NA,NA
9348259,OCEANICASUB XIV,235050049,MANU,13.5,10,19.8,12
9546679,ENA TREASURE,564514000,9V7502,18,12,NA,NA
9212034,RUTH BORCHARD,538005024,V7AL8,63.5,22,NA,NA
9582439,CHANG HANG MA NAO,413953000,BUPL,40,14.5,NA,NA
9330109,YUAN DONG WEI YE,414361000,BTJC4,35,14.5,NA,NA
9271925,WLADYSLAW ORKAN,636023725,5LPC5,62,18,NA,NA
9297735,ENA DRAGON,NA,NA,6,11,NA,NA
9673939,SAFEEN ATHENA 1,538010942,V7A6345,10,10,NA,NA
9640358,HOSEI LIBERTY,373372000,H9OF,19,13.5,NA,NA
9334739,OLIB,238252000,9AA6266,33,12.5,45,14.6
9250464,MSC OPERA,357627000,H3FV,150,20.8,NA,NA
9591088,ANTONIA S,636016295,D5FK7,39,14,NA,NA
9967653,PATMOS,256657000,9HA5924,20.47,13.4,NA,NA
9567611,TAIPOWER PROSPERITY VII,416442000,BDAV,37.9,14.5,NA,NA
7717107,MIDNIGHT RIVER,NA,NA,8,10,13,12
9300659,GABRIEL A,215176000,9HA4995,44,19,NA,NA
9807047,ORE XIAMEN,477237500,VRRL5,79.5,14.5,NA,NA
9174373,SANTIAGO,735057549,HCSA,24,14.5,NA,NA
9659385,SEACOR OHIO,538007874,V7UR8,11,12,NA,NA
8310097,SAMUEL L. COBB,NA,NBBQ,34,16,NA,NA
9183829,BUKHTA GERTNERA,273218180,UBWU3,21.5,14,26,15
9606118,PUNTA,538010370,V7A5952,31,13.5,NA,NA
9768758,PSU THIRD,563057600,9V8213,46,13,57,13.7
9430765,VIRGO,215561000,9HA5181,150,24.3,NA,NA
9663180,SHENG NING HAI,414174000,BPNZ,34,14,NA,NA
9437098,CONSTANTINOS G.O.,538003952,V7UI2,27.5,12,38,14
9441300,GANNET BULKER,538003902,V7TX5,32,14,NA,NA
9834844,ELECTRA.GR,538008347,V7A2264,29,14.5,NA,NA
9800374,GRETA K,249711000,9HA4346,24,12.5,NA,NA
9709673,SMS RADIANCE,525018214,JZPW,6.5,10,18.1,13.5
9338694,MORNING CHARLOTTE,352001831,3E2746,57.5,19.5,NA,NA
9129823,HELEN,NA,D6IL5,60.5,21,NA,NA
9005558,MEKOL,NA,MQEC7,140,23.4,NA,NA
8212506,ON HIGH,NA,NA,8,10,NA,NA
9961556,SMC COLUMBUS,352005100,3E8280,24.8,18,NA,NA
9112284,GENERAL,NA,NA,202,25.6,NA,NA
9190200,ISFJORD,257677000,LALT8,11.5,13,NA,NA
9423827,NJORD VIKING,257060000,LEVA,9,10,60,17
8111245,AGILE,NA,9LY2571,33,13,NA,NA
9428865,LAKSHMI,636021695,5LFG4,34,15,NA,NA
9234628,MACKEREL,352002500,3E2653,29,15,NA,NA
9619658,ES KESTREL,572300210,T2WQ3,7.5,10,9.5,12
9241803,BAKI AKAR,271044414,TCA3959,30,15,NA,NA
9584152,LIA,215218000,9HA2673,34,14,NA,NA
9513634,BBC LISBON,305688000,V2FI8,10.8,11.5,NA,NA
9587879,EQUINOX,354815000,3FMB4,32,14,NA,NA
9340881,SANAR-11,273433790,UGVJ,9.5,10,NA,NA
9754795,STAR VOYAGER,440366000,D7FU,26,17.5,NA,NA
8920490,AMONTE,NA,V4XX2,19,13,NA,NA
9137105,THOR HARMONY,NA,9V9623,40,15,NA,NA
9481661,GCL SABARMATI,563136500,9V7378,45,14,NA,NA
9931850,MARKO MARULIC,238049000,9A7627,9.5,13,NA,NA
9736236,CHARLIE,305543000,V2HK6,18.6,15,NA,NA
9005118,VENUS 09,357755000,3FKY4,9,13,NA,NA
9446611,ORANGE TIGER,352630000,3FXI7,62,14,68.6,15
9515644,POAVOSA WISDOM,370714000,3FKE4,23,14,NA,NA
9296236,GLYKOFILOUSSA,256630000,9HA3968,34,14,NA,NA
9639804,BOURBON EVOLUTION 803,228030600,FIEW,18,10,26,12
9433444,ATLANTIC EAST,563158700,9V8006,30,17.5,NA,NA
9514822,AGAPI S,636015430,D5AR6,35.5,14,NA,NA
9649861,PHATRA NAREE,567607000,HSB8241,16,11,NA,NA
7814620,BRICOURT,657181000,5NJL,5.8,11,7.4,12
9713806,SAKIZAYA ELEGANCE,374101000,3FDD5,35.5,14,NA,NA
9557379,MEIKE-B,305937000,V2GH6,3.5,9.5,NA,NA
9192428,GSL MATISSE,NA,D5WB8,84,21,NA,NA
9495935,ORION,257087080,LAIS8,28.2,14,NA,NA
9288863,ECTOR,518999464,E5U5445,48,15,NA,NA
7931064,KATHERINE GAIL,NA,NA,3.2,12,NA,NA
9175597,HR RHEA,405000308,S2BH4,42,18.9,NA,NA
9460590,SAKIZAYA WISDOM,355860000,3FAJ4,34,14,NA,NA
9609706,MARIT SELMER,636022913,5LAE4,29,14.5,NA,NA
9282675,BARBAROS HAYRETTIN VARDAL,352002015,3E2183,13,13,NA,NA
